par_cz,par_czname,par_state,par_stateabbrv,kid_count,inventor,inventor_cat_1,inventor_cat_2,inventor_cat_3,inventor_cat_4,inventor_cat_5,inventor_cat_6,inventor_cat_7,kid_count_g_m,inventor_g_m,inventor_cat_1_g_m,inventor_cat_2_g_m,inventor_cat_3_g_m,inventor_cat_4_g_m,inventor_cat_5_g_m,inventor_cat_6_g_m,inventor_cat_7_g_m,kid_count_g_f,inventor_g_f,inventor_cat_1_g_f,inventor_cat_2_g_f,inventor_cat_3_g_f,inventor_cat_4_g_f,inventor_cat_5_g_f,inventor_cat_6_g_f,inventor_cat_7_g_f
21101,Rice Lake,Wisconsin,WI,6724,0.0035693,0.0004462,0.0005949,0.0004462,0.0007436,0.0001487,0.0008923,0.0002974,3456,0.0054977,0.0005787,0.0011574,0.0002894,0.0014468,0.0002894,0.0014468,0.0002894,3268,0.00153,0.000306,0,0.000612,0,0,0.000306,0.000306
21102,Amery,Wisconsin,WI,3892,0.0025694,0.0002569,0.0005139,0.0005139,0.0005139,0.0002569,0.0002569,0.0002569,1952,0.0035861,0,0.0010246,0.0005123,0.0005123,0.0005123,0.0005123,0.0005123,1940,0.0015464,0.0005155,0,0.0005155,0.0005155,0,0,0
21201,Hutchinson,Minnesota,MN,5267,0.0032276,0.0001899,0.0005696,0.0003797,0.0003797,0.0007594,0.0009493,0,2639,0.005305,0.0003789,0.0011368,0.0003789,0.0003789,0.0011368,0.0018947,0,2628,0.0011416,0,0,0.0003805,0.0003805,0.0003805,0,0
21202,Redwood Falls,Minnesota,MN,2728,0.0036657,0,0.0007331,0.0007331,0,0.0003666,0.0014663,0.0003666,1400,0.0064286,0,0.0014286,0.0007143,0,0.0007143,0.0028571,0.0007143,1328,0.000753,0,0,0.000753,0,0,0,0
21301,Mankato,Minnesota,MN,10788,0.0027809,0.0000927,0.0005562,0.0003708,0.0006489,0.0004635,0.0003708,0.0002781,5449,0.0055056,0.0001835,0.0011011,0.0007341,0.0012846,0.0009176,0.0007341,0.0005506,5339,0,0,0,0,0,0,0,0
21302,Owatonna,Minnesota,MN,7674,0.0032578,0.0002606,0.0007819,0.0002606,0.0005212,0.0007819,0.0006516,0,3766,0.0063728,0.0005311,0.0015932,0.0005311,0.0010621,0.0013277,0.0013277,0,3908,0.0002559,0,0,0,0,0.0002559,0,0
21400,St. Cloud,Minnesota,MN,18640,0.0029506,0.0002682,0.0005901,0.0008047,0.0004292,0.0002146,0.0005365,0.0001073,9494,0.0049505,0.0004213,0.0011586,0.0011586,0.000632,0.0004213,0.000948,0.0002107,9146,0.0008747,0.0001093,0,0.0004373,0.0002187,0,0.0001093,0
21501,Minneapolis,Minnesota,MN,171148,0.0043588,0.0005434,0.0009874,0.0008823,0.0004791,0.0004616,0.0006953,0.0003097,86122,0.0068275,0.0008128,0.0016953,0.0011844,0.0008476,0.000778,0.0010915,0.000418,85017,0.0018467,0.0002705,0.0002588,0.0005764,0.0001059,0.0001411,0.0002941,0.0002
21502,Pine City,Minnesota,MN,2789,0.0014342,0,0.0003586,0.0007171,0,0,0.0003586,0,1391,0.0028756,0,0.0007189,0.0014378,0,0,0.0007189,0,1397,0,0,0,0,0,0,0,0
21600,Brainerd,Minnesota,MN,9263,0.0029148,0.0003239,0.0003239,0.0006477,0.0006477,0.0004318,0.0003239,0.0002159,4678,0.0057717,0.0006413,0.0006413,0.0012826,0.0012826,0.0008551,0.0006413,0.0004275,4585,0,0,0,0,0,0,0,0
21701,Rochester,Minnesota,MN,16020,0.0058052,0.0005618,0.0015605,0.0011236,0.0009988,0.0008115,0.0004994,0.0002497,8148,0.0100638,0.0011046,0.0025773,0.0018409,0.0017182,0.0014728,0.0008591,0.0004909,7872,0.0013974,0,0.0005081,0.0003811,0.0002541,0.000127,0.000127,0
21702,Austin,Minnesota,MN,4765,0.0025184,0,0.0006296,0.0002099,0.0002099,0.0004197,0.0008395,0.0002099,2441,0.0040967,0,0.0008193,0,0.0004097,0.0008193,0.0016387,0.0004097,2324,0.0008606,0,0.0004303,0.0004303,0,0,0,0
21801,Mason City,Iowa,IA,5329,0.0020642,0.0003753,0.0003753,0.0001877,0.0001877,0,0.0009383,0,2706,0.0033259,0.0007391,0.0003695,0.0003695,0.0003695,0,0.0014782,0,2623,0.0007625,0,0.0003812,0,0,0,0.0003812,0
21802,Decorah,Iowa,IA,4914,0.001628,0.000407,0,0.000407,0,0,0.000407,0.000407,2467,0.0020268,0.0008107,0,0.0004054,0,0,0.0004054,0.0004054,2447,0.001226,0,0,0.0004087,0,0,0.0004087,0.0004087
21900,Marshalltown,Iowa,IA,7245,0.0040028,0.0004141,0.0004141,0.0002761,0.000138,0.0008282,0.0017943,0.000138,3685,0.0065129,0.0005427,0.0005427,0.0005427,0.0002714,0.0013569,0.0029851,0.0002714,3560,0.0014045,0.0002809,0.0002809,0,0,0.0002809,0.0005618,0
22001,Waterloo,Iowa,IA,14426,0.0022875,0.000208,0.0006932,0.0002773,0.0001386,0.0004159,0.000208,0.0003466,7172,0.0037646,0.0004183,0.000976,0.0004183,0.0002789,0.0008366,0.0001394,0.0006972,7254,0.0008271,0,0.0004136,0.0001379,0,0,0.0002757,0
22002,Iowa Falls,Iowa,IA,2126,0.0032926,0,0.0004704,0.0018815,0,0.0004704,0.0004704,0,1095,0.003653,0,0.0009132,0.0018265,0,0.0009132,0,0,1031,0.0029098,0,0,0.0019399,0,0,0.0009699,0
22100,Iowa City,Iowa,IA,11295,0.0030987,0.0001771,0.0010624,0.0002656,0.0007083,0.0000885,0.0007083,0.0000885,5718,0.0054215,0.0003498,0.0017489,0.0003498,0.0012242,0.0001749,0.0013991,0.0001749,5577,0.0007172,0,0.0003586,0.0001793,0.0001793,0,0,0
22200,Cedar Rapids,Iowa,IA,15383,0.0026653,0.00039,0.0009101,0.00026,0.00026,0.00026,0.00039,0.000195,7757,0.0042542,0.0002578,0.0016759,0.0002578,0.0005157,0.0005157,0.0007735,0.0002578,7626,0.001049,0.0005245,0.0001311,0.0002623,0,0,0,0.0001311
22300,Ottumwa,Iowa,IA,9291,0.0025831,0.0002153,0.0006458,0.0001076,0.0001076,0.0007534,0.0006458,0.0001076,4738,0.0042212,0.0002111,0.0008442,0.0002111,0.0002111,0.0012664,0.0012664,0.0002111,4553,0.0008785,0.0002196,0.0004393,0,0,0.0002196,0,0
22400,Sheboygan,Wisconsin,WI,13158,0.003116,0.000228,0.000456,0.000532,0.00038,0.00076,0.000532,0.000228,6515,0.0052187,0.0004605,0.0007675,0.000921,0.000614,0.0015349,0.000614,0.000307,6643,0.0010537,0,0.0001505,0.0001505,0.0001505,0,0.0004516,0.0001505
22500,Oshkosh,Wisconsin,WI,36399,0.0032968,0.0003022,0.0005769,0.0003572,0.000522,0.0006044,0.0006868,0.0002473,18164,0.0055604,0.0004404,0.001046,0.0003303,0.001046,0.0011561,0.0011011,0.0004404,18235,0.001042,0.0001645,0.0001097,0.0003839,0,0.0000548,0.0002742,0.0000548
22601,Green Bay,Wisconsin,WI,19601,0.0030611,0.0004592,0.0007142,0.0005612,0.0003061,0.0001531,0.0006632,0.0002041,9779,0.0048062,0.0008181,0.0012271,0.0005113,0.0006136,0.0002045,0.0012271,0.0002045,9822,0.0013236,0.0001018,0.0002036,0.0006109,0,0.0001018,0.0001018,0.0002036
22602,Shawano,Wisconsin,WI,4121,0.0019413,0.0002427,0.0004853,0.0002427,0.0002427,0.000728,0,0,2082,0.0038425,0.0004803,0.0009606,0.0004803,0.0004803,0.0014409,0,0,2039,0,0,0,0,0,0,0,0
22700,Wausau,Wisconsin,WI,25438,0.0031449,0.0003145,0.000511,0.0005897,0.000511,0.0004324,0.0005504,0.0002359,12792,0.0052376,0.0003909,0.0009381,0.0007036,0.0010163,0.0008599,0.0009381,0.0003909,12646,0.001028,0.0002372,0.0000791,0.0004745,0,0,0.0001582,0.0000791
22800,Eau Claire,Wisconsin,WI,19714,0.0037537,0.0004058,0.000558,0.0004565,0.0001522,0.0006594,0.0009638,0.000558,9918,0.0062513,0.000605,0.0009074,0.000605,0.0003025,0.0013107,0.0015124,0.0010083,9794,0.0012252,0.0002042,0.0002042,0.0003063,0,0,0.0004084,0.0001021
22900,La Crosse,Wisconsin,WI,14410,0.002984,0.0000694,0.0006246,0.000694,0.000347,0.0002082,0.0009715,0.0000694,7241,0.0049717,0.0001381,0.0011048,0.0009667,0.0005524,0.0004143,0.0016572,0.0001381,7168,0.0009766,0,0.0001395,0.0004185,0.0001395,0,0.000279,0
23000,Monroe,Wisconsin,WI,8601,0.0029066,0.0001163,0.0002325,0.0002325,0.0004651,0.0008139,0.0010464,0,4252,0.0049389,0.0002352,0,0.0004704,0.0009407,0.0016463,0.0016463,0,4349,0.0009198,0,0.0004599,0,0,0,0.0004599,0
23100,Madison,Wisconsin,WI,32843,0.0049021,0.0003654,0.0013702,0.0006699,0.0004263,0.0006699,0.0009134,0.0004872,16551,0.0077941,0.0006042,0.0024168,0.0004834,0.0007855,0.001148,0.0015709,0.0007855,16291,0.0019643,0.0001228,0.0003069,0.0008594,0.0000614,0.0001842,0.0002455,0.0001842
23200,Dubuque,Iowa,IA,11760,0.0031463,0.0003401,0.0005102,0.0002551,0.0004252,0.0010204,0.0005102,0.000085,5788,0.0053559,0.0003455,0.0008639,0.0001728,0.0008639,0.0019005,0.0010366,0.0001728,5972,0.0010047,0.0003349,0.0001674,0.0003349,0,0.0001674,0,0
23301,Charleston,Illinois,IL,5931,0.0013488,0,0.0005058,0,0.0003372,0,0.0003372,0.0001686,2989,0.0023419,0,0.0010037,0,0.0006691,0,0.0006691,0,2942,0.0003399,0,0,0,0,0,0,0.0003399
23302,Douglas,Illinois,IL,7174,0.0030666,0.000697,0.0002788,0.0002788,0.000697,0.0005576,0.0002788,0.0002788,3602,0.0055525,0.0013881,0.0005552,0,0.0013881,0.0011105,0.0005552,0.0005552,3572,0.0005599,0,0,0.0005599,0,0,0,0
23400,Bloomington,Illinois,IL,12181,0.0032017,0.0002463,0.0010672,0.0002463,0.0001642,0.000903,0.0004105,0.0001642,6142,0.0055357,0.0003256,0.0017909,0.0001628,0.0003256,0.0017909,0.0008141,0.0003256,6038,0.0008281,0.0001656,0.0003312,0.0003312,0,0,0,0
23500,Decatur,Illinois,IL,22499,0.0028446,0.0003556,0.0006222,0.0004,0.0004,0.0004445,0.0003556,0.0002667,11409,0.0049084,0.0005259,0.0011395,0.0006136,0.0007889,0.0007889,0.0007012,0.0003506,11090,0.0007214,0.0001803,0.0000902,0.0001803,0,0.0000902,0,0.0001803
23600,Burlington,Iowa,IA,9226,0.0028181,0.0004336,0.0006503,0.0004336,0.0001084,0.0005419,0.0005419,0.0001084,4641,0.0051713,0.0006464,0.0012928,0.0006464,0.0002155,0.0010774,0.0010774,0.0002155,4585,0.0004362,0.0002181,0,0.0002181,0,0,0,0
23700,Galesburg,Illinois,IL,8388,0.0015498,0.0001192,0.0007153,0.0001192,0.0001192,0.0003577,0.0001192,0,4276,0.0023386,0,0.0009355,0.0002339,0.0002339,0.0007016,0.0002339,0,4112,0.0007296,0.0002432,0.0004864,0,0,0,0,0
23801,Davenport,Illinois,IL,25652,0.0019881,0.0001559,0.0005458,0.0003508,0.000039,0.0003119,0.0004288,0.0001559,13050,0.0033716,0.0002299,0.0010728,0.0003831,0.0000766,0.000613,0.0006897,0.0003065,12601,0.0005555,0.0000794,0,0.0003174,0,0,0.0001587,0
23802,Clinton,Iowa,IA,4845,0.003096,0.0002064,0.0004128,0.0006192,0.0006192,0.0004128,0.0004128,0.0004128,2428,0.0053542,0.0004119,0.0008237,0.0008237,0.0012356,0.0008237,0.0004119,0.0008237,2417,0.0008275,0,0,0.0004137,0,0,0.0004137,0
23900,Peoria,Illinois,IL,34578,0.0037885,0.0003181,0.0011857,0.0003181,0.0006941,0.0005784,0.0005784,0.0001157,17424,0.0067149,0.0005165,0.0021235,0.0005739,0.0010331,0.0011478,0.0010904,0.0002296,17152,0.0008162,0.0001166,0.0002332,0.0000583,0.0003498,0,0.0000583,0
24000,Kenosha,Wisconsin,WI,36839,0.0022802,0.0002986,0.0002172,0.0002715,0.0004072,0.00038,0.0004886,0.0002172,18568,0.0037699,0.0004308,0.0003231,0.000377,0.000754,0.0007001,0.000754,0.0004308,18271,0.0007662,0.0001642,0.0001095,0.0001642,0.0000547,0.0000547,0.0002189,0
24100,Milwaukee,Wisconsin,WI,102646,0.0036338,0.0002533,0.0007112,0.0004189,0.0005748,0.000643,0.0007989,0.0002338,51491,0.0061758,0.0004467,0.0012429,0.0005049,0.0009905,0.0011653,0.0013789,0.0004467,51148,0.0010753,0.0000587,0.000176,0.0003324,0.0001564,0.0001173,0.0002151,0.0000196
24200,Bourbonnais,Illinois,IL,9078,0.0015422,0.0005508,0.0003305,0.0001102,0.0001102,0,0.0003305,0.0001102,4625,0.0023784,0.0008649,0.0004324,0,0.0002162,0,0.0006486,0.0002162,4453,0.0006737,0.0002246,0.0002246,0.0002246,0,0,0,0
24300,Chicago,Illinois,IL,441020,0.0026938,0.0001814,0.0008027,0.0003197,0.0002948,0.0003288,0.0005306,0.0002358,220220,0.0043457,0.0002407,0.001385,0.0004132,0.000554,0.0005812,0.0008083,0.0003633,220776,0.0010463,0.0001223,0.0002219,0.0002265,0.0000362,0.000077,0.0002537,0.0001087
24400,Rockford,Illinois,IL,39736,0.0025921,0.0001762,0.000604,0.0003272,0.000453,0.0005033,0.0004027,0.0001258,20070,0.0043847,0.000299,0.0009467,0.0004983,0.000847,0.0009467,0.0006477,0.0001993,19664,0.0007628,0.0000509,0.0002543,0.0001526,0.0000509,0.0000509,0.0001526,0.0000509
24500,Rolla,Missouri,MO,6727,0.0022298,0.0002973,0.0002973,0.0005946,0.000446,0.0002973,0.0002973,0,3408,0.0038146,0.0002934,0.0005869,0.0011737,0.0008803,0.0002934,0.0005869,0,3318,0.0006028,0.0003014,0,0,0,0.0003014,0,0
24600,Farmington,Missouri,MO,8811,0.0003405,0,0,0.000227,0.0001135,0,0,0,4585,0.0004362,0,0,0.0002181,0.0002181,0,0,0,4226,0.0002366,0,0,0.0002366,0,0,0,0
24701,St. Louis,Missouri,MO,150209,0.002177,0.0001598,0.000699,0.0003196,0.0002463,0.0002929,0.0003395,0.0001198,75306,0.0034659,0.0002523,0.0012615,0.0003718,0.0004117,0.0005312,0.0005179,0.0001195,74900,0.0008812,0.0000668,0.0001335,0.000267,0.0000801,0.0000534,0.0001602,0.0001202
24702,Mexico,Missouri,MO,2390,0.0012552,0,0,0,0.0004184,0.0004184,0.0004184,0,1224,0.002451,0,0,0,0.000817,0.000817,0.000817,0,1166,0,0,0,0,0,0,0,0
24801,Jacksonville,Illinois,IL,5461,0.0009156,0,0.0001831,0.0001831,0.0001831,0.0003662,0,0,2712,0.0018437,0,0.0003687,0.0003687,0.0003687,0.0007375,0,0,2749,0,0,0,0,0,0,0,0
24802,Springfield,Illinois,IL,17133,0.0021596,0.0002918,0.000642,0.0002918,0.0001751,0.0004669,0.0001167,0.0001751,8552,0.0038587,0.0004677,0.0010524,0.0005847,0.0003508,0.0009355,0.0002339,0.0002339,8580,0.0004662,0.0001166,0.0002331,0,0,0,0,0.0001166
24900,Edwardsville,Illinois,IL,24806,0.0017738,0.0002419,0.0004838,0.0000806,0.0004031,0.0002016,0.0002419,0.0001209,12589,0.0029391,0.0003972,0.0008738,0,0.0007943,0.0003972,0.0003177,0.0001589,12217,0.000573,0.0000819,0.0000819,0.0001637,0,0,0.0001637,0.0000819
25000,Quincy,Illinois,IL,9746,0.0011287,0.0002052,0.000513,0,0.0001026,0.0003078,0,0,4824,0.0018657,0.0002073,0.0008292,0,0.0002073,0.0006219,0,0,4922,0.0004063,0.0002032,0.0002032,0,0,0,0,0
25101,Mountain Home,Arkansas,AR,3100,0.0012903,0,0,0,0.0006452,0,0.0006452,0,1561,0.0019218,0,0,0,0.0012812,0,0.0006406,0,1538,0.0006502,0,0,0,0,0,0.0006502,0
25102,West Plains,Missouri,MO,5423,0.0001844,0,0,0,0.0001844,0,0,0,2704,0.0003698,0,0,0,0.0003698,0,0,0,2719,0,0,0,0,0,0,0,0
25103,Harrison,Arkansas,AR,4369,0.0009155,0,0,0.0002289,0,0.0004578,0,0.0002289,2204,0.0018149,0,0,0.0004537,0,0.0009074,0,0.0004537,2165,0,0,0,0,0,0,0,0
25104,Heber Springs,Arkansas,AR,2566,0.0003897,0.0003897,0,0,0,0,0,0,1274,0.0007849,0.0007849,0,0,0,0,0,0,1292,0,0,0,0,0,0,0,0
25105,Batesville,Arkansas,AR,3772,0.0015907,0,0.0005302,0.0005302,0,0,0,0.0005302,1946,0.0030832,0,0.0010277,0.0010277,0,0,0,0.0010277,1826,0,0,0,0,0,0,0,0
25200,Henderson,Kentucky,KY,9437,0.0013776,0.0002119,0.0002119,0.0002119,0.000106,0.0005298,0.000106,0,4757,0.0023124,0.0004204,0.0004204,0,0.0002102,0.0010511,0.0002102,0,4680,0.0004274,0,0,0.0004274,0,0,0,0
25300,Union City,Tennessee,TN,6656,0.0009014,0.0003005,0,0.0003005,0.0001502,0,0.0001502,0,3354,0.0014908,0.0005963,0,0.0005963,0.0002982,0,0,0,3302,0.0003028,0,0,0,0,0,0.0003028,0
25401,Paducah,Kentucky,KY,7897,0.0006332,0.0001266,0.0002533,0,0.0001266,0.0001266,0,0,4007,0.0009983,0,0.0004991,0,0.0002496,0.0002496,0,0,3890,0.0002571,0.0002571,0,0,0,0,0,0
25402,Murray,Kentucky,KY,1598,0.0018773,0,0.0006258,0,0,0.0006258,0.0006258,0,840,0.0035714,0,0.0011905,0,0,0.0011905,0.0011905,0,758,0,0,0,0,0,0,0,0
25500,Centralia,Illinois,IL,9468,0.0017955,0,0.0006337,0.0005281,0,0.0001056,0.0005281,0,4856,0.002883,0,0.0010297,0.0008237,0,0.0002059,0.0008237,0,4612,0.0006505,0,0.0002168,0.0002168,0,0,0.0002168,0
25601,Carbondale,Illinois,IL,14925,0.001273,0.000201,0.000268,0.000067,0.000201,0.000134,0.000268,0.000134,7519,0.0021279,0.000266,0.000399,0.000133,0.000399,0.000266,0.000532,0.000133,7406,0.0004051,0.000135,0.000135,0,0,0,0,0.000135
25602,Harrisburg,Illinois,IL,2255,0.0013304,0.0004435,0.0004435,0.0004435,0,0,0,0,1142,0.0017513,0.0008757,0.0008757,0,0,0,0,0,1113,0.0008985,0,0,0.0008985,0,0,0,0
25701,Cape Girardeau,Missouri,MO,11534,0.0009537,0.0000867,0.0001734,0.0001734,0.0000867,0.0000867,0.0001734,0.0001734,5816,0.0012036,0.0001719,0.0003439,0.0001719,0,0.0001719,0.0001719,0.0001719,5718,0.0006995,0,0,0.0001749,0.0001749,0,0.0001749,0.0001749
25702,Poplar Bluff,Missouri,MO,4354,0.0004593,0,0,0.0002297,0,0,0.0002297,0,2180,0.0009174,0,0,0.0004587,0,0,0.0004587,0,2174,0,0,0,0,0,0,0,0
25800,Blytheville,Arkansas,AR,7015,0.0004277,0,0,0.0002851,0,0.0001426,0,0,3469,0.0005765,0,0,0.0002883,0,0.0002883,0,0,3545,0.0002821,0,0,0.0002821,0,0,0,0
25900,Jonesboro,Arkansas,AR,11284,0.0006203,0,0.0000886,0.0001772,0,0.0001772,0.0001772,0,5796,0.0008627,0,0.0001725,0,0,0.0003451,0.0003451,0,5488,0.0003644,0,0,0.0003644,0,0,0,0
26001,Roseau,Minnesota,MN,1624,0.0073892,0,0.0006158,0.0018473,0.0006158,0.0036946,0.0006158,0,799,0.0125156,0,0,0.0025031,0.0012516,0.0075094,0.0012516,0,825,0.0024242,0,0.0012121,0.0012121,0,0,0,0
26002,Duluth,Minnesota,MN,18492,0.0022172,0.0003245,0.0002704,0.0004326,0.0002163,0.0002704,0.0005408,0.0001622,9325,0.0036461,0.000429,0.0005362,0.0006434,0.0003217,0.0005362,0.0009651,0.0002145,9167,0.0007636,0.0002182,0,0.0002182,0.0001091,0,0.0001091,0.0001091
26003,West Cook UT,Minnesota,MN,291,0.0034364,0,0,0,0,0,0,0.0034364,,,,,,,,,,,,,,,,,,
26004,International Falls,Minnesota,MN,1020,0.0029412,0.0009804,0,0.0019608,0,0,0,0,522,0.0057471,0.0019157,0,0.0038314,0,0,0,0,498,0,0,0,0,0,0,0,0
26101,Moberly,Missouri,MO,3735,0.0005355,0,0,0.0002677,0,0,0.0002677,0,1870,0.0010695,0,0,0.0005348,0,0,0.0005348,0,1865,0,0,0,0,0,0,0,0
26102,Marshall,Missouri,MO,3146,0.0003179,0,0,0,0,0,0.0003179,0,1597,0,0,0,0,0,0,0,0,1549,0.0006456,0,0,0,0,0,0.0006456,0
26103,Brookfield,Missouri,MO,1648,0.0012136,0,0.0006068,0,0,0,0.0006068,0,792,0.0025253,0,0.0012626,0,0,0,0.0012626,0,856,0,0,0,0,0,0,0,0
26104,Trenton,Missouri,MO,832,0,0,0,0,0,0,0,0,425,0,0,0,0,0,0,0,0,407,0,0,0,0,0,0,0,0
26105,Polk,Missouri,MO,685,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0
26106,Centerville,Iowa,IA,1884,0.0026539,0,0,0.0005308,0,0.0015924,0.0005308,0,932,0.0042918,0,0,0.001073,0,0.0032189,0,0,952,0.0010504,0,0,0,0,0,0.0010504,0
26107,Kirksville,Missouri,MO,1999,0.002001,0,0.0005003,0,0,0.0005003,0.0010005,0,1032,0.003876,0,0.000969,0,0,0.000969,0.001938,0,967,0,0,0,0,0,0,0,0
26201,Bismarck,North Dakota,ND,8527,0.003401,0.0004691,0.0009382,0.0004691,0.0001173,0.0004691,0.0009382,0,4301,0.0055801,0.000465,0.00186,0.0006975,0.0002325,0.000465,0.00186,0,4225,0.0011834,0.0004734,0,0.0002367,0,0.0004734,0,0
26202,East Grant UT,North Dakota,ND,,,,,,,,,,,,,,,,,,,,,,,,,,,
26203,Linton,North Dakota,ND,646,0.001548,0,0,0,0,0.001548,0,0,301,0.0033223,0,0,0,0,0.0033223,0,0,345,0,0,0,0,0,0,0,0
26204,Steele,North Dakota,ND,,,,,,,,,,,,,,,,,,,,,,,,,,,
26301,Devils Lake,North Dakota,ND,1696,0.0005896,0,0.0005896,0,0,0,0,0,864,0.0011574,0,0.0011574,0,0,0,0,0,832,0,0,0,0,0,0,0,0
26302,Carrington,North Dakota,ND,504,0.0039683,0,0.0019841,0,0,0,0.0019841,0,254,0.007874,0,0.003937,0,0,0,0.003937,0,250,0,0,0,0,0,0,0,0
26303,Turtle Mountain UT,North Dakota,ND,1406,0,0,0,0,0,0,0,0,745,0,0,0,0,0,0,0,0,661,0,0,0,0,0,0,0,0
26304,Minot,North Dakota,ND,5222,0.0021065,0.000383,0.0001915,0.000766,0.0001915,0.0001915,0.000383,0,2625,0.0034286,0.0007619,0.000381,0.0007619,0.000381,0.000381,0.0007619,0,2597,0.0007701,0,0,0.0007701,0,0,0,0
26305,Rugby,North Dakota,ND,832,0.0036058,0,0.0012019,0,0.0012019,0.0012019,0,0,410,0.0073171,0,0.002439,0,0.002439,0.002439,0,0,422,0,0,0,0,0,0,0,0
26401,Ekalaka,South Dakota,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,
26402,Baker,Montana,MT,280,0.0071429,0.0035714,0.0035714,0,0,0,0,0,,,,,,,,,,,,,,,,,,
26403,Bowman,North Dakota,ND,313,0.0095847,0,0,0.0031949,0.0063898,0,0,0,,,,,,,,,,,,,,,,,,
26404,Lemmon,North Dakota,ND,698,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0
26405,Scobey,Montana,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,
26406,Wolf Point,Montana,MT,956,0.001046,0.001046,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,502,0.001992,0.001992,0,0,0,0,0,0
26407,Plentywood,Montana,MT,333,0.006006,0,0.003003,0,0,0,0.003003,0,,,,,,,,,,,,,,,,,,
26408,Glasgow,Montana,MT,1005,0,0,0,0,0,0,0,0,495,0,0,0,0,0,0,0,0,510,0,0,0,0,0,0,0,0
26409,Glendive,Montana,MT,923,0,0,0,0,0,0,0,0,462,0,0,0,0,0,0,0,0,461,0,0,0,0,0,0,0,0
26410,Dickinson,North Dakota,ND,2171,0.0027637,0.0009212,0.0009212,0,0.0004606,0.0004606,0,0,1118,0.0053667,0.0017889,0.0017889,0,0.0008945,0.0008945,0,0,1053,0,0,0,0,0,0,0,0
26411,Sidney,North Dakota,ND,1791,0,0,0,0,0,0,0,0,886,0,0,0,0,0,0,0,0,905,0,0,0,0,0,0,0,0
26412,Williston,North Dakota,ND,2070,0.0014493,0,0.0009662,0.0004831,0,0,0,0,1032,0.002907,0,0.001938,0.000969,0,0,0,0,1038,0,0,0,0,0,0,0,0
26501,Brookings,South Dakota,SD,2576,0.0065994,0,0.001941,0.0003882,0.0007764,0.001941,0.0011646,0.0003882,1294,0.0108192,0,0.0030912,0,0.0015456,0.0030912,0.0023184,0.0007728,1282,0.0023401,0,0.00078,0.00078,0,0.00078,0,0
26502,Madison,South Dakota,SD,1084,0.0064576,0,0.0027675,0.0009225,0,0.0009225,0.0009225,0.0009225,555,0.0108108,0,0.0054054,0,0,0.0018018,0.0018018,0.0018018,529,0.0018904,0,0,0.0018904,0,0,0,0
26503,Sioux Falls,South Dakota,SD,12904,0.0027898,0.0000775,0.0006975,0.0002325,0.000465,0.0005425,0.0006975,0.0000775,6470,0.0046368,0.0001546,0.0010819,0.0003091,0.0007728,0.0009274,0.0012365,0.0001546,6434,0.0009325,0,0.0003108,0.0001554,0.0001554,0.0001554,0.0001554,0
26504,Watertown,South Dakota,SD,3126,0.0022393,0.0003199,0,0.0003199,0.0003199,0.0006398,0.0003199,0.0003199,1543,0.0045366,0.0006481,0,0.0006481,0.0006481,0.0012962,0.0006481,0.0006481,1583,0,0,0,0,0,0,0,0
26601,Milbank,Minnesota,MN,1494,0.0026774,0,0.0013387,0,0,0.0006693,0.0006693,0,738,0.0054201,0,0.00271,0,0,0.001355,0.001355,0,756,0,0,0,0,0,0,0,0
26602,Sisseton,South Dakota,SD,1536,0.0013021,0,0.000651,0,0,0,0,0.000651,796,0.0025126,0,0.0012563,0,0,0,0,0.0012563,740,0,0,0,0,0,0,0,0
26603,East Corson UT,South Dakota,SD,601,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0
26604,Mobridge,South Dakota,SD,570,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0
26605,Aberdeen,South Dakota,SD,3571,0.0028003,0,0.0005601,0.00028,0.00028,0.0011201,0.00028,0.00028,1824,0.004386,0,0.0005482,0.0005482,0.0005482,0.0016447,0.0005482,0.0005482,1747,0.0011448,0,0.0005724,0,0,0.0005724,0,0
26701,Bemidji,Minnesota,MN,7060,0.0021246,0,0.0005666,0.0004249,0,0.0005666,0.0005666,0,3570,0.0039216,0,0.0011204,0.0005602,0,0.0011204,0.0011204,0,3490,0.0002865,0,0,0.0002865,0,0,0,0
26702,Grafton,North Dakota,ND,2405,0.0016632,0.0004158,0.0004158,0,0,0,0.0008316,0,1187,0.0033698,0.0008425,0.0008425,0,0,0,0.0016849,0,1218,0,0,0,0,0,0,0,0
26703,Thief River Falls,Minnesota,MN,2157,0.0009272,0.0004636,0,0,0.0004636,0,0,0,1105,0.00181,0.000905,0,0,0.000905,0,0,0,1052,0,0,0,0,0,0,0,0
26704,Grand Forks,North Dakota,ND,7596,0.0017114,0.0002633,0.0001316,0.0003949,0.0001316,0.0003949,0.0003949,0,3817,0.0031438,0.000524,0.000262,0.000786,0,0.000786,0.000786,0,3778,0.0002647,0,0,0,0.0002647,0,0,0
